Timestamp,Open,High,Low,Close,Volume
2024-01-14 11:00:00,42889.04000000,42891.99000000,42877.56000000,42877.57000000,9.76690000
2024-01-14 11:01:00,42877.57000000,42877.57000000,42835.00000000,42835.01000000,19.40543000
2024-01-14 11:02:00,42835.00000000,42835.01000000,42770.17000000,42810.01000000,61.27011000
2024-01-14 11:03:00,42810.00000000,42810.01000000,42783.03000000,42783.03000000,19.83147000
2024-01-14 11:04:00,42783.03000000,42824.00000000,42759.34000000,42808.70000000,29.93929000
2024-01-14 11:05:00,42808.70000000,42828.99000000,42800.00000000,42800.00000000,23.59736000
